type,id,x_m,y_m
passerelle,1,220.0,220.0
passerelle,2,780.0,220.0
passerelle,3,220.0,780.0
passerelle,4,780.0,780.0
capteur,1,446.6,725.5
capteur,2,489.7,272.2
capteur,3,828.5,300.1
capteur,4,458.9,757.3
capteur,5,85.4,297.1
capteur,6,491.8,151.6
capteur,7,130.9,751.2
capteur,8,515.7,383.4
capteur,9,903.5,143.0
capteur,10,793.2,248.0
capteur,11,835.8,409.3
capteur,12,512.1,717.4
capteur,13,911.6,323.4
capteur,14,812.6,479.1
capteur,15,358.0,749.4
capteur,16,526.5,287.9
capteur,17,520.9,829.9
capteur,18,297.2,432.2
capteur,19,728.0,700.3
capteur,20,744.8,267.0
capteur,21,877.7,850.7
capteur,22,639.4,483.6
capteur,23,641.1,469.5
capteur,24,196.6,860.2
capteur,25,296.0,158.5
capteur,26,678.2,873.6
capteur,27,890.5,457.8
capteur,28,311.5,93.9
capteur,29,745.3,681.0
capteur,30,901.7,656.3
capteur,31,169.6,532.0
capteur,32,148.4,412.8
capteur,33,713.9,292.3
capteur,34,933.2,184.4
capteur,35,254.1,845.3
capteur,36,360.1,232.2
capteur,37,565.7,437.7
capteur,38,569.3,169.0
capteur,39,262.7,102.3
capteur,40,704.2,126.0
