type,id,x_m,y_m
passerelle,1,360.0,360.0
passerelle,2,1640.0,360.0
passerelle,3,360.0,1640.0
passerelle,4,1640.0,1640.0
passerelle,5,1000.0,1000.0
capteur,1,177.8,1254.4
capteur,2,929.7,274.5
capteur,3,1470.3,1305.2
capteur,4,1736.7,1305.7
capteur,5,313.2,1633.5
capteur,6,1699.2,1717.0
capteur,7,106.7,181.5
capteur,8,393.8,1854.0
capteur,9,1759.9,708.8
capteur,10,1129.5,1545.8
capteur,11,1816.0,389.9
capteur,12,1749.9,744.8
capteur,13,115.9,1663.0
capteur,14,1023.5,567.1
capteur,15,1387.9,1004.0
capteur,16,638.3,820.5
capteur,17,1877.9,520.1
capteur,18,1147.7,715.4
capteur,19,909.8,297.0
capteur,20,1550.0,305.0
capteur,21,329.3,431.7
capteur,22,165.8,1554.6
capteur,23,472.9,1429.8
capteur,24,882.7,1315.5
capteur,25,1499.9,1131.9
capteur,26,1071.4,911.6
capteur,27,1461.4,1608.2
capteur,28,149.5,1871.0
capteur,29,806.3,479.2
capteur,30,1572.0,1681.3
capteur,31,986.1,278.6
capteur,32,1204.3,1043.4
capteur,33,110.4,782.2
capteur,34,1113.3,1728.9
capteur,35,656.9,1102.6
capteur,36,1169.5,1844.5
capteur,37,886.0,899.0
capteur,38,1313.2,1461.7
capteur,39,236.7,1793.7
capteur,40,694.5,191.4
capteur,41,1853.7,1068.3
capteur,42,490.4,158.1
capteur,43,1731.8,690.1
capteur,44,1483.5,1615.5
capteur,45,823.8,426.4
capteur,46,1369.6,727.7
capteur,47,1337.0,1840.7
capteur,48,1634.1,828.9
capteur,49,579.6,1808.5
capteur,50,1261.8,1460.0
