type,id,x_m,y_m
passerelle,1,2500.0,4400.0
passerelle,2,600.0,1100.0
passerelle,3,4400.0,1100.0
capteur,1,2070.5,1591.3
capteur,2,751.7,4562.5
capteur,3,2526.9,3030.8
capteur,4,1582.0,4747.5
capteur,5,3661.0,2928.5
capteur,6,3638.2,2719.4
capteur,7,4225.9,4539.3
capteur,8,3020.0,1164.1
capteur,9,4643.8,1890.8
capteur,10,1640.0,1656.9
capteur,11,506.9,4646.6
capteur,12,812.3,4564.4
capteur,13,1073.2,4009.3
capteur,14,4466.9,3094.3
capteur,15,2978.2,2500.6
capteur,16,511.6,1651.7
capteur,17,966.3,271.4
capteur,18,447.6,2950.8
capteur,19,357.0,1414.4
capteur,20,4002.0,3442.6
capteur,21,632.7,3377.0
capteur,22,4284.0,1073.8
capteur,23,3168.3,2529.3
capteur,24,2126.5,1591.1
capteur,25,3058.2,4182.9
capteur,26,259.0,1069.9
capteur,27,3331.8,2695.5
capteur,28,768.5,3581.7
capteur,29,1965.1,1167.4
capteur,30,1596.5,3459.5
