type,id,x_m,y_m
passerelle,1,2500.0,4400.0
passerelle,2,600.0,1100.0
passerelle,3,4400.0,1100.0
capteur,1,766.3,477.4
capteur,2,2203.2,2932.1
capteur,3,4423.1,656.7
capteur,4,1550.6,458.4
capteur,5,2041.8,957.9
capteur,6,2841.2,4193.0
capteur,7,1247.1,1641.3
capteur,8,598.0,549.3
capteur,9,1528.9,4509.3
capteur,10,3372.8,2464.4
capteur,11,1503.7,3953.1
capteur,12,1807.5,3720.2
capteur,13,3248.1,2186.9
capteur,14,2069.9,1343.8
capteur,15,3981.7,634.5
capteur,16,2685.7,2143.0
capteur,17,2483.8,2502.8
capteur,18,1405.3,4212.0
capteur,19,1619.0,3861.7
capteur,20,4078.3,1515.3
capteur,21,1164.3,4191.4
capteur,22,4428.5,2613.4
capteur,23,1729.9,4480.9
capteur,24,2593.6,523.1
capteur,25,3912.1,1584.0
capteur,26,3847.6,1985.8
capteur,27,3356.3,3812.8
capteur,28,3648.0,4045.0
capteur,29,3281.5,1411.1
capteur,30,4547.6,3958.8
